Accession,Source Type,Source Date,Geography,Is Origin?,Elevation (meters),Latitude,Longitude,Uncertainty,Taxon
PI 482848,Collection source event,6/7/1982,Zimbabwe,Y,900,-18.6,34.76666667,2000,Sorghum bicolor subsp. bicolor
PI 482849,Collection source event,6/7/1982,Zimbabwe,Y,870,-18.51666667,32.73333333,2000,Sorghum bicolor subsp. bicolor
PI 482850,Collection source event,6/7/1982,Zimbabwe,Y,800,-18.5,32.83333333,2000,Sorghum bicolor subsp. bicolor
PI 482851,Collection source event,6/7/1982,Zimbabwe,Y,800,-18.45,32.8,2000,Sorghum bicolor subsp. bicolor
PI 482852,Collection source event,6/7/1982,Zimbabwe,Y,800,-18.45,32.8,2000,Sorghum bicolor subsp. bicolor
PI 482853,Collection source event,6/8/1982,Zimbabwe,Y,750,-18.45,32.96666667,2000,Sorghum bicolor subsp. bicolor
PI 482854,Collection source event,6/8/1982,Zimbabwe,Y,750,-18.45,32.96666667,2000,Sorghum bicolor subsp. bicolor
PI 482855,Collection source event,6/9/1982,Zimbabwe,Y,400,-20.86666667,32.21666667,2000,Sorghum bicolor subsp. bicolor
PI 482856,Collection source event,6/9/1982,Zimbabwe,Y,400,-20.86666667,32.21666667,2000,Sorghum bicolor subsp. bicolor
PI 482857,Collection source event,6/9/1982,Zimbabwe,Y,400,-20.85,32.26666667,2000,Sorghum bicolor subsp. bicolor
PI 482858,Collection source event,6/9/1982,Zimbabwe,Y,390,-20.88333333,32.28333333,2000,Sorghum bicolor subsp. bicolor
PI 482859,Collection source event,6/11/1982,Zimbabwe,Y,610,-19.96666667,32.41666667,2000,Sorghum bicolor subsp. bicolor
PI 482861,Collection source event,6/15/1982,Zimbabwe,Y,900,-17.68333333,29.75,2000,Sorghum bicolor subsp. bicolor
PI 482862,Collection source event,6/15/1982,Zimbabwe,Y,900,-17.75,29.71666667,2000,Sorghum bicolor subsp. bicolor
PI 482863,Collection source event,6/15/1982,Zimbabwe,Y,1000,-17.76666667,29.48333333,2000,Sorghum bicolor subsp. bicolor
PI 482865,Collection source event,6/16/1982,Zimbabwe,Y,880,-17.55,29.63333333,2000,Sorghum bicolor subsp. bicolor
PI 482866,Collection source event,6/16/1982,Zimbabwe,Y,900,-17.45,29.58333333,2000,Sorghum bicolor subsp. bicolor
PI 482867,Collection source event,6/16/1982,Zimbabwe,Y,900,-17.43333333,29.51666667,2000,Sorghum bicolor subsp. bicolor
PI 482869,Collection source event,6/16/1982,Zimbabwe,Y,900,-17.43333333,29.51666667,2000,Sorghum bicolor subsp. bicolor
PI 482870,Collection source event,6/16/1982,Zimbabwe,Y,850,-17.55,29.48333333,2000,Sorghum bicolor subsp. bicolor
PI 482871,Collection source event,6/16/1982,Zimbabwe,Y,850,-17.55,29.48333333,2000,Sorghum bicolor subsp. bicolor
PI 482873,Collection source event,6/18/1982,Zimbabwe,Y,1100,-17.65,30.03333333,2000,Sorghum bicolor subsp. bicolor
PI 482874,Collection source event,6/18/1982,Zimbabwe,Y,1200,-17.71666667,30.11666667,2000,Sorghum bicolor subsp. bicolor
PI 482875,Collection source event,6/18/1982,Zimbabwe,Y,1300,-17.76666667,30.28333333,2000,Sorghum bicolor subsp. bicolor
PI 482877,Collection source event,6/21/1982,Zimbabwe,Y,1100,-16.93333333,29.38333333,2000,Sorghum bicolor subsp. bicolor
PI 482878,Collection source event,6/21/1982,Zimbabwe,Y,1200,-16.86666667,29.4,2000,Sorghum bicolor subsp. bicolor
PI 482879,Collection source event,6/21/1982,Zimbabwe,Y,1180,-16.78333333,29.41666667,2000,Sorghum bicolor subsp. bicolor
PI 482881,Collection source event,6/21/1982,Zimbabwe,Y,1100,-16.76666667,29.4,2000,Sorghum bicolor subsp. bicolor
PI 482882,Collection source event,6/22/1982,Zimbabwe,Y,1100,-17.11666667,29.33333333,2000,Sorghum bicolor subsp. bicolor
PI 482883,Collection source event,6/22/1982,Zimbabwe,Y,1100,-17.18333333,29.48333333,2000,Sorghum bicolor subsp. bicolor
PI 482884,Collection source event,6/22/1982,Zimbabwe,Y,1100,-17.16666667,29.48333333,2000,Sorghum bicolor subsp. bicolor
PI 482885,Collection source event,6/22/1982,Zimbabwe,Y,1100,-17.16666667,29.48333333,2000,Sorghum bicolor subsp. bicolor
PI 482886,Collection source event,6/22/1982,Zimbabwe,Y,1100,-17.15,29.48333333,2000,Sorghum bicolor subsp. bicolor
PI 482887,Collection source event,6/22/1982,Zimbabwe,Y,1100,-17.15,29.48333333,2000,Sorghum bicolor subsp. bicolor
PI 482888,Collection source event,6/23/1982,Zimbabwe,Y,1200,-16.4,29.6,2000,Sorghum bicolor subsp. bicolor
PI 482889,Collection source event,6/23/1982,Zimbabwe,Y,1200,-16.4,29.6,2000,Sorghum bicolor subsp. bicolor
PI 482890,Collection source event,6/23/1982,Zimbabwe,Y,1200,-16.4,29.6,2000,Sorghum bicolor subsp. bicolor
PI 482891,Collection source event,6/23/1982,Zimbabwe,Y,1100,-16.4,29.68333333,2000,Sorghum bicolor subsp. bicolor
PI 482892,Collection source event,6/23/1982,Zimbabwe,Y,1100,-16.36666667,29.75,2000,Sorghum bicolor subsp. bicolor
PI 482893,Collection source event,6/23/1982,Zimbabwe,Y,1200,-16.46666667,29.65,2000,Sorghum bicolor subsp. bicolor
PI 482894,Collection source event,6/23/1982,Zimbabwe,Y,1200,-16.46666667,29.65,2000,Sorghum bicolor subsp. bicolor
PI 482895,Collection source event,6/23/1982,Zimbabwe,Y,1200,-16.46666667,29.65,2000,Sorghum bicolor subsp. bicolor
PI 482896,Collection source event,6/24/1982,Zimbabwe,Y,1200,-16.6,29.76666667,2000,Sorghum bicolor subsp. bicolor
PI 482897,Collection source event,6/24/1982,Zimbabwe,Y,1200,-16.6,29.76666667,2000,Sorghum bicolor subsp. bicolor
PI 482898,Collection source event,6/24/1982,Zimbabwe,Y,1200,-16.53333333,29.81666667,2000,Sorghum bicolor subsp. bicolor
PI 482899,Collection source event,6/24/1982,Zimbabwe,Y,1100,-16.48333333,29.88333333,2000,Sorghum bicolor subsp. bicolor
PI 482900,Collection source event,6/24/1982,Zimbabwe,Y,1100,-16.48333333,29.88333333,2000,Sorghum bicolor subsp. bicolor
PI 482901,Collection source event,6/24/1982,Zimbabwe,Y,1100,-16.53333333,29.88333333,2000,Sorghum bicolor subsp. bicolor
PI 482902,Collection source event,6/24/1982,Zimbabwe,Y,1100,-16.41666667,29.85,2000,Sorghum bicolor subsp. bicolor
PI 482903,Collection source event,6/24/1982,Zimbabwe,Y,1100,-16.6,29.93333333,2000,Sorghum bicolor subsp. bicolor
PI 482904,Collection source event,6/24/1982,Zimbabwe,Y,1100,-16.66666667,29.83333333,2000,Sorghum bicolor subsp. bicolor
PI 482905,Collection source event,6/29/1982,Zimbabwe,Y,1150,-17.38333333,31.33333333,2000,Sorghum bicolor subsp. bicolor
PI 482907,Collection source event,6/30/1982,Zimbabwe,Y,1020,-16.98333333,31.51666667,2000,Sorghum bicolor subsp. bicolor
PI 482908,Collection source event,6/30/1982,Zimbabwe,Y,950,-17.11666667,31.6,2000,Sorghum bicolor subsp. bicolor
PI 482909,Collection source event,6/30/1982,Zimbabwe,Y,950,-17.11666667,31.6,2000,Sorghum bicolor subsp. bicolor
PI 482911,Collection source event,6/30/1982,Zimbabwe,Y,1050,-16.93333333,31.55,2000,Sorghum bicolor subsp. bicolor
PI 482912,Collection source event,6/30/1982,Zimbabwe,Y,1050,-16.93333333,31.55,2000,Sorghum bicolor subsp. bicolor
PI 482913,Collection source event,6/30/1982,Zimbabwe,Y,1120,-16.9,31.4,2000,Sorghum bicolor subsp. bicolor
PI 482915,Collection source event,7/1/1982,Zimbabwe,Y,1000,-16.53333333,32.18333333,2000,Sorghum bicolor subsp. bicolor
PI 482916,Collection source event,7/1/1982,Zimbabwe,Y,750,-16.61666667,32.28333333,2000,Sorghum bicolor subsp. bicolor
PI 482917,Collection source event,7/1/1982,Zimbabwe,Y,680,-16.61666667,32.43333333,2000,Sorghum bicolor subsp. bicolor
PI 482919,Collection source event,7/2/1982,Zimbabwe,Y,450,-16.2,31.7,2000,Sorghum bicolor subsp. bicolor
PI 482920,Collection source event,7/2/1982,Zimbabwe,Y,450,-16.2,31.7,2000,Sorghum bicolor subsp. bicolor
PI 482921,Collection source event,7/2/1982,Zimbabwe,Y,450,-16.2,31.7,2000,Sorghum bicolor subsp. bicolor
PI 482923,Collection source event,7/2/1982,Zimbabwe,Y,530,-16.33333333,31.75,2000,Sorghum bicolor subsp. bicolor
PI 482924,Collection source event,7/2/1982,Zimbabwe,Y,530,-16.33333333,31.75,2000,Sorghum bicolor subsp. bicolor
PI 482925,Collection source event,7/2/1982,Zimbabwe,Y,530,-16.33333333,31.75,2000,Sorghum bicolor subsp. bicolor
PI 482927,Collection source event,7/3/1982,Zimbabwe,Y,900,-16.61666667,31.81666667,2000,Sorghum bicolor subsp. bicolor
PI 482928,Collection source event,7/3/1982,Zimbabwe,Y,880,-16.53333333,31.76666667,2000,Sorghum bicolor subsp. bicolor
PI 482929,Collection source event,7/3/1982,Zimbabwe,Y,980,-16.61666667,31.75,2000,Sorghum bicolor subsp. bicolor
PI 482930,Collection source event,7/3/1982,Zimbabwe,Y,960,-16.61666667,31.68333333,2000,Sorghum bicolor subsp. bicolor
PI 482931,Collection source event,7/3/1982,Zimbabwe,Y,960,-16.61666667,31.68333333,2000,Sorghum bicolor subsp. bicolor
PI 482932,Collection source event,7/4/1982,Zimbabwe,Y,990,-16.61666667,31.56666667,2000,Sorghum bicolor subsp. bicolor
PI 482933,Collection source event,7/4/1982,Zimbabwe,Y,1120,-16.51666667,31.46666667,2000,Sorghum bicolor subsp. bicolor
PI 482934,Collection source event,7/4/1982,Zimbabwe,Y,1200,-16.48333333,31.35,2000,Sorghum bicolor subsp. bicolor
PI 482935,Collection source event,7/6/1982,Zimbabwe,Y,410,-16.36666667,31.01666667,2000,Sorghum bicolor subsp. bicolor
PI 482936,Collection source event,7/6/1982,Zimbabwe,Y,400,-16.3,31.08333333,2000,Sorghum bicolor subsp. bicolor
PI 482937,Collection source event,7/6/1982,Zimbabwe,Y,400,-16.3,31.08333333,2000,Sorghum bicolor subsp. bicolor
PI 482938,Collection source event,7/6/1982,Zimbabwe,Y,410,-16.33333333,31.03333333,2000,Sorghum bicolor subsp. bicolor
PI 482939,Collection source event,7/6/1982,Zimbabwe,Y,300,-16.11666667,31.1,2000,Sorghum bicolor subsp. bicolor
PI 482940,Collection source event,7/6/1982,Zimbabwe,Y,400,-16.28333333,30.58333333,2000,Sorghum bicolor subsp. bicolor
PI 482941,Collection source event,7/6/1982,Zimbabwe,Y,400,-16.28333333,30.58333333,2000,Sorghum bicolor subsp. bicolor
PI 482942,Collection source event,7/7/1982,Zimbabwe,Y,400,-16.26666667,30.46666667,2000,Sorghum bicolor subsp. bicolor
PI 482943,Collection source event,7/7/1982,Zimbabwe,Y,400,-16.26666667,30.46666667,2000,Sorghum bicolor subsp. bicolor
PI 482944,Collection source event,7/7/1982,Zimbabwe,Y,400,-16.05,30.3,2000,Sorghum bicolor subsp. bicolor
PI 482945,Collection source event,7/7/1982,Zimbabwe,Y,400,-16.05,30.3,2000,Sorghum bicolor subsp. bicolor
PI 482946,Collection source event,7/7/1982,Zimbabwe,Y,400,-16.05,30.3,2000,Sorghum bicolor subsp. bicolor
PI 482947,Collection source event,7/7/1982,Zimbabwe,Y,400,-16.05,30.3,2000,Sorghum bicolor subsp. bicolor
PI 482948,Collection source event,7/7/1982,Zimbabwe,Y,400,-16.05,30.3,2000,Sorghum bicolor subsp. bicolor
PI 482949,Collection source event,7/7/1982,Zimbabwe,Y,350,-16.73333333,30.38333333,2000,Sorghum bicolor subsp. bicolor
PI 482950,Collection source event,7/7/1982,Zimbabwe,Y,400,-16.2,30.28333333,2000,Sorghum bicolor subsp. bicolor
PI 482952,Collection source event,7/7/1982,Zimbabwe,Y,400,-16.2,30.28333333,2000,Sorghum bicolor subsp. bicolor
PI 482953,Collection source event,7/7/1982,Zimbabwe,Y,1300,-16.71666667,30.76666667,2000,Sorghum bicolor subsp. bicolor
PI 482954,Collection source event,7/8/1982,Zimbabwe,Y,1300,-16.71666667,30.76666667,2000,Sorghum bicolor subsp. bicolor
PI 482956,Collection source event,7/8/1982,Zimbabwe,Y,1200,-16.7,30.65,2000,Sorghum bicolor subsp. bicolor
PI 482957,Collection source event,7/8/1982,Zimbabwe,Y,1200,-16.7,30.65,2000,Sorghum bicolor subsp. bicolor
PI 482958,Collection source event,7/8/1982,Zimbabwe,Y,1200,-16.7,30.65,2000,Sorghum bicolor subsp. bicolor
PI 482960,Collection source event,7/8/1982,Zimbabwe,Y,1100,-16.53333333,30.5,2000,Sorghum bicolor subsp. bicolor
PI 482961,Collection source event,7/9/1982,Zimbabwe,Y,1200,-17,31.08333333,100000,Sorghum bicolor subsp. bicolor
PI 482962,Collection source event,7/9/1982,Zimbabwe,Y,1200,-17.83333333,31.16666667,2000,Sorghum bicolor subsp. bicolor
PI 482964,Collection source event,7/9/1982,Zimbabwe,Y,1250,-17.06666667,31.35,2000,Sorghum bicolor subsp. bicolor
PI 482965,Collection source event,7/11/1982,Zimbabwe,Y,700,-20.05,32.43333333,2000,Sorghum bicolor subsp. bicolor
PI 482966,Collection source event,6/11/1982,Zimbabwe,Y,500,-20.06666667,32.35,2000,Sorghum bicolor subsp. bicolor
PI 490305,Collection source event,7/6/1980,Kenya,Y,,-0.55,34.45,2000,Sorghum bicolor subsp. bicolor
PI 490306,Collection source event,7/6/1980,Kenya,Y,,-0.55,34.45,2000,Sorghum bicolor subsp. bicolor
PI 490307,Collection source event,7/9/1980,Kenya,Y,,0.2,34.2,2000,Sorghum bicolor subsp. bicolor
PI 490309,Collection source event,7/9/1980,Kenya,Y,,0.2,34.2,2000,Sorghum bicolor subsp. bicolor
PI 490310,Collection source event,7/9/1980,Kenya,Y,,0.2,34.2,2000,Sorghum bicolor subsp. bicolor
PI 490312,Collection source event,7/9/1980,Kenya,Y,,-0.13333333,34.78333333,2000,Sorghum bicolor subsp. bicolor
PI 494884,Collection source event,6/19/1982,Zambia,Y,,-12.25,26,2000,Sorghum bicolor subsp. bicolor
PI 494887,Collection source event,6/19/1982,Zambia,Y,,-12.18333333,26.38333333,2000,Sorghum bicolor subsp. bicolor
PI 494888,Collection source event,6/19/1982,Zambia,Y,,-12.18333333,26.38333333,2000,Sorghum bicolor subsp. bicolor
PI 494890,Collection source event,Jun-82,Zambia,Y,,-12.18333333,26.38333333,2000,Sorghum bicolor subsp. bicolor
PI 494892,Collection source event,6/20/1982,Zambia,Y,,-13.75,25.5,2000,Sorghum bicolor subsp. bicolor
PI 494893,Collection source event,6/20/1982,Zambia,Y,,-13.75,25.5,2000,Sorghum bicolor subsp. bicolor
PI 494894,Collection source event,6/20/1982,Zambia,Y,,-13.75,25.5,2000,Sorghum bicolor subsp. bicolor
PI 494896,Collection source event,6/20/1982,Zambia,Y,,-13.75,25.5,2000,Sorghum bicolor subsp. bicolor
PI 494897,Collection source event,6/20/1982,Zambia,Y,,-13.75,25.75,2000,Sorghum bicolor subsp. bicolor
PI 494899,Collection source event,6/20/1982,Zambia,Y,,-13.75,25.75,2000,Sorghum bicolor subsp. bicolor
PI 494908,Collection source event,6/22/1982,Zambia,Y,,-13,25.25,100000,Sorghum bicolor subsp. bicolor
PI 494909,Collection source event,6/22/1982,Zambia,Y,,-13,25.25,100000,Sorghum bicolor subsp. bicolor
PI 494910,Collection source event,Jun-82,Zambia,Y,,-13.16666667,24.75,2000,Sorghum bicolor subsp. bicolor
PI 494911,Collection source event,6/23/1982,Zambia,Y,,-13.75,24.33333333,2000,Sorghum bicolor subsp. bicolor
PI 494912,Collection source event,6/23/1982,Zambia,Y,,-13.83333333,24.16666667,2000,Sorghum bicolor subsp. bicolor
PI 494913,Collection source event,6/24/1982,Zambia,Y,,-13.5,23,2000,Sorghum bicolor subsp. bicolor
PI 494915,Collection source event,6/27/1982,Zambia,Y,,-12.25,24.5,2000,Sorghum bicolor subsp. bicolor
PI 494916,Collection source event,6/27/1982,Zambia,Y,,-12.33333333,24.83333333,2000,Sorghum bicolor subsp. bicolor
PI 494917,Collection source event,7/4/1982,Zambia,Y,1500,-9.75,30,2000,Sorghum bicolor subsp. bicolor
PI 494919,Collection source event,Jul-82,Zambia,Y,1400,-10,28.75,100000,Sorghum bicolor subsp. bicolor
PI 494920,Collection source event,7/6/1982,Zambia,Y,1125,-9.75,28.83333333,2000,Sorghum bicolor subsp. bicolor
PI 494921,Collection source event,Jul-82,Zambia,Y,,-9.75,28.83333333,2000,Sorghum bicolor subsp. bicolor
PI 494922,Collection source event,7/7/1982,Zambia,Y,1010,-9.5,30.08333333,2000,Sorghum bicolor subsp. bicolor
PI 494923,Collection source event,7/7/1982,Zambia,Y,1010,-9.5,30.08333333,2000,Sorghum bicolor subsp. bicolor
PI 494924,Collection source event,7/7/1982,Zambia,Y,1500,-9,30.16666667,100000,Sorghum bicolor subsp. bicolor
PI 500955,Collection source event,4/27/1981,Zambia,Y,1150,-15.4,28.7,2000,Sorghum bicolor subsp. bicolor
PI 500956,Collection source event,4/27/1981,Zambia,Y,1150,-15.41666667,28.7,2000,Sorghum bicolor subsp. bicolor
PI 500957,Collection source event,4/27/1981,Zambia,Y,1150,-15.41666667,28.7,2000,Sorghum bicolor subsp. bicolor
PI 500958,Collection source event,4/27/1981,Zambia,Y,1150,-15.41666667,28.7,2000,Sorghum bicolor subsp. bicolor
PI 500959,Collection source event,4/29/1981,Zambia,Y,,-13.55,29.45,2000,Sorghum bicolor subsp. bicolor
PI 500960,Collection source event,4/29/1981,Zambia,Y,,-13.55,29.45,2000,Sorghum bicolor subsp. bicolor
PI 500961,Collection source event,4/29/1981,Zambia,Y,,-13.36666667,29.36666667,2000,Sorghum bicolor subsp. bicolor
PI 500962,Collection source event,4/29/1981,Zambia,Y,,-13.4,29.3,2000,Sorghum bicolor subsp. bicolor
PI 500964,Collection source event,5/5/1981,Zambia,Y,,-17.75,25.53333333,2000,Sorghum bicolor subsp. bicolor
PI 500965,Collection source event,5/5/1981,Zambia,Y,,-17.75,25.53333333,2000,Sorghum bicolor subsp. bicolor
PI 500966,Collection source event,5/5/1981,Zambia,Y,,-17.75,25.53333333,2000,Sorghum bicolor subsp. bicolor
PI 500968,Collection source event,5/5/1981,Zambia,Y,,-17.75,25.53333333,2000,Sorghum bicolor subsp. bicolor
PI 500969,Collection source event,5/5/1981,Zambia,Y,1020,-17.65,25.18333333,2000,Sorghum bicolor subsp. bicolor
PI 500970,Collection source event,5/5/1981,Zambia,Y,1020,-17.65,25.18333333,2000,Sorghum bicolor subsp. bicolor
PI 500972,Collection source event,5/5/1981,Zambia,Y,1020,-17.65,25.18333333,2000,Sorghum bicolor subsp. bicolor
PI 500973,Collection source event,5/5/1981,Zambia,Y,1020,-17.65,25.18333333,2000,Sorghum bicolor subsp. bicolor
PI 500975,Collection source event,5/5/1981,Zambia,Y,1020,-17.65,25.18333333,2000,Sorghum bicolor subsp. bicolor
PI 500976,Collection source event,5/5/1981,Zambia,Y,1020,-17.65,25.18333333,2000,Sorghum bicolor subsp. bicolor
PI 500977,Collection source event,5/5/1981,Zambia,Y,1020,-17.65,25.18333333,2000,Sorghum bicolor subsp. bicolor
PI 500979,Collection source event,5/5/1981,Zambia,Y,1020,-17.65,25.18333333,2000,Sorghum bicolor subsp. bicolor
PI 500980,Collection source event,5/6/1981,Zambia,Y,1168,-17.51666667,26.06666667,2000,Sorghum bicolor subsp. bicolor
PI 500981,Collection source event,5/6/1981,Zambia,Y,1168,-17.51666667,26.06666667,2000,Sorghum bicolor subsp. bicolor
PI 500983,Collection source event,5/6/1981,Zambia,Y,1275,-17.36666667,26.23333333,2000,Sorghum bicolor subsp. bicolor
PI 500984,Collection source event,5/6/1981,Zambia,Y,1275,-17.15,26.35,2000,Sorghum bicolor subsp. bicolor
PI 500985,Collection source event,5/6/1981,Zambia,Y,1275,-17.15,26.35,2000,Sorghum bicolor subsp. bicolor
PI 500986,Collection source event,5/7/1981,Zambia,Y,,-17,26,100000,Sorghum bicolor subsp. bicolor
PI 500987,Collection source event,5/7/1981,Zambia,Y,1398,-16,27,100000,Sorghum bicolor subsp. bicolor
PI 500988,Collection source event,5/7/1981,Zambia,Y,1398,-16,27,100000,Sorghum bicolor subsp. bicolor
PI 500989,Collection source event,5/7/1981,Zambia,Y,,-17,27,100000,Sorghum bicolor subsp. bicolor
PI 500990,Collection source event,5/7/1981,Zambia,Y,,-17,27,100000,Sorghum bicolor subsp. bicolor
PI 500991,Collection source event,5/8/1981,Zambia,Y,,-17,27,100000,Sorghum bicolor subsp. bicolor
PI 500992,Collection source event,5/8/1981,Zambia,Y,,-17,27,100000,Sorghum bicolor subsp. bicolor
PI 500993,Collection source event,5/8/1981,Zambia,Y,,-17,27,100000,Sorghum bicolor subsp. bicolor
PI 500994,Collection source event,5/8/1981,Zambia,Y,,-17,27,100000,Sorghum bicolor subsp. bicolor
PI 500995,Collection source event,5/8/1981,Zambia,Y,,-17,27,100000,Sorghum bicolor subsp. bicolor
PI 500996,Collection source event,5/8/1981,Zambia,Y,,-17,27,100000,Sorghum bicolor subsp. bicolor
PI 500997,Collection source event,5/8/1981,Zambia,Y,,-16,27,100000,Sorghum bicolor subsp. bicolor
PI 500998,Collection source event,5/8/1981,Zambia,Y,,-16,27,100000,Sorghum bicolor subsp. bicolor
PI 500999,Collection source event,5/8/1981,Zambia,Y,,-16,27,100000,Sorghum bicolor subsp. bicolor
PI 501000,Collection source event,5/9/1981,Zambia,Y,,-16.2,27.45,2000,Sorghum bicolor subsp. bicolor
PI 501001,Collection source event,5/9/1981,Zambia,Y,,-16.2,27.45,2000,Sorghum bicolor subsp. bicolor
PI 501002,Collection source event,5/9/1981,Zambia,Y,,-16.15,27.45,2000,Sorghum bicolor subsp. bicolor
PI 501003,Collection source event,5/9/1981,Zambia,Y,,-16.18333333,27.53333333,2000,Sorghum bicolor subsp. bicolor
PI 501004,Collection source event,5/9/1981,Zambia,Y,,-16.23333333,27.56666667,2000,Sorghum bicolor subsp. bicolor
PI 501005,Collection source event,5/10/1981,Zambia,Y,1024,-16.03333333,27.63333333,2000,Sorghum bicolor subsp. bicolor
PI 501006,Collection source event,5/10/1981,Zambia,Y,1024,-16.03333333,27.63333333,2000,Sorghum bicolor subsp. bicolor
PI 501007,Collection source event,5/14/1981,Zambia,Y,,-15.33333333,23.26666667,2000,Sorghum bicolor subsp. bicolor
